[2025-10-05 12:03:09.076] <Wally>    (in) : name
[2025-10-05 12:03:09.078] <Wally>    (in) : version
[2025-10-05 12:03:09.078] <Wally>    (in) : protocol_version
[2025-10-05 12:03:09.079] <Wally>    (in) : list_commands
[2025-10-05 12:03:09.079] <Wally>  (meta) : Engine Started
[2025-10-05 12:03:09.222] <Wally>   (out) : = Wally
[2025-10-05 12:03:09.222] <Wally>   (out) : 
[2025-10-05 12:03:09.222] <Wally>   (out) : = 1.0 
[2025-10-05 12:03:09.223] <Wally>   (out) : 
[2025-10-05 12:03:09.223] <Wally>   (out) : = 1
[2025-10-05 12:03:09.223] <Wally>   (out) : 
[2025-10-05 12:03:09.223] <Wally>   (out) : = protocol_version
[2025-10-05 12:03:09.223] <Wally>   (out) : 
[2025-10-05 12:03:34.399] <Wally>    (in) : komi 6.5
[2025-10-05 12:03:34.492] <Wally>   (out) : =
[2025-10-05 12:03:34.493] <Wally>   (out) : 
[2025-10-05 12:03:34.513] <Wally>    (in) : boardsize 19
[2025-10-05 12:03:34.538] <Wally>   (out) : =
[2025-10-05 12:03:34.539] <Wally>   (out) : 
[2025-10-05 12:03:34.570] <Wally>    (in) : clear_board
[2025-10-05 12:03:34.570] <Wally>    (in) : play B K16
[2025-10-05 12:03:34.602] <Wally>   (out) : =
[2025-10-05 12:03:34.602] <Wally>   (out) : 
[2025-10-05 12:03:34.602] <Wally>   (out) : =
[2025-10-05 12:03:34.603] <Wally>   (out) : 
[2025-10-05 12:03:34.624] <Wally>    (in) : genmove W
[2025-10-05 12:03:34.656] <Wally>   (out) : =
[2025-10-05 12:03:34.656] <Wally>   (out) : 
[2025-10-05 12:03:36.377] <Wally>    (in) : clear_board
[2025-10-05 12:03:36.378] <Wally>    (in) : play B K16
[2025-10-05 12:03:36.379] <Wally>    (in) : play W pass
[2025-10-05 12:03:36.380] <Wally>    (in) : play B K10
[2025-10-05 12:03:36.425] <Wally>   (out) : =
[2025-10-05 12:03:36.425] <Wally>   (out) : 
[2025-10-05 12:03:36.425] <Wally>   (out) : =
[2025-10-05 12:03:36.426] <Wally>   (out) : 
[2025-10-05 12:03:36.426] <Wally>   (out) : =
[2025-10-05 12:03:36.426] <Wally>   (out) : 
[2025-10-05 12:03:36.426] <Wally>   (out) : =
[2025-10-05 12:03:36.426] <Wally>   (out) : 
[2025-10-05 12:03:36.441] <Wally>    (in) : genmove W
[2025-10-05 12:03:36.460] <Wally>   (out) : =
[2025-10-05 12:03:36.460] <Wally>   (out) : 
[2025-10-05 12:03:37.829] <Wally>    (in) : clear_board
[2025-10-05 12:03:37.830] <Wally>    (in) : play B K16
[2025-10-05 12:03:37.830] <Wally>    (in) : play W pass
[2025-10-05 12:03:37.831] <Wally>    (in) : play B K10
[2025-10-05 12:03:37.831] <Wally>    (in) : play W pass
[2025-10-05 12:03:37.831] <Wally>    (in) : play B Q16
[2025-10-05 12:03:37.852] <Wally>   (out) : =
[2025-10-05 12:03:37.852] <Wally>   (out) : 
[2025-10-05 12:03:37.852] <Wally>   (out) : =
[2025-10-05 12:03:37.852] <Wally>   (out) : 
[2025-10-05 12:03:37.852] <Wally>   (out) : =
[2025-10-05 12:03:37.853] <Wally>   (out) : 
[2025-10-05 12:03:37.853] <Wally>   (out) : =
[2025-10-05 12:03:37.853] <Wally>   (out) : 
[2025-10-05 12:03:37.853] <Wally>   (out) : =
[2025-10-05 12:03:37.853] <Wally>   (out) : 
[2025-10-05 12:03:37.853] <Wally>   (out) : =
[2025-10-05 12:03:37.853] <Wally>   (out) : 
[2025-10-05 12:03:37.869] <Wally>    (in) : genmove W
[2025-10-05 12:03:37.886] <Wally>   (out) : =
[2025-10-05 12:03:37.886] <Wally>   (out) : 
[2025-10-05 12:03:38.828] <Wally>    (in) : clear_board
[2025-10-05 12:03:38.828] <Wally>    (in) : play B K16
[2025-10-05 12:03:38.829] <Wally>    (in) : play W pass
[2025-10-05 12:03:38.829] <Wally>    (in) : play B K10
[2025-10-05 12:03:38.829] <Wally>    (in) : play W pass
[2025-10-05 12:03:38.829] <Wally>    (in) : play B Q16
[2025-10-05 12:03:38.830] <Wally>    (in) : play W pass
[2025-10-05 12:03:38.830] <Wally>    (in) : play B Q10
[2025-10-05 12:03:38.851] <Wally>   (out) : =
[2025-10-05 12:03:38.851] <Wally>   (out) : 
[2025-10-05 12:03:38.851] <Wally>   (out) : =
[2025-10-05 12:03:38.852] <Wally>   (out) : 
[2025-10-05 12:03:38.852] <Wally>   (out) : =
[2025-10-05 12:03:38.852] <Wally>   (out) : 
[2025-10-05 12:03:38.852] <Wally>   (out) : =
[2025-10-05 12:03:38.852] <Wally>   (out) : 
[2025-10-05 12:03:38.852] <Wally>   (out) : =
[2025-10-05 12:03:38.852] <Wally>   (out) : 
[2025-10-05 12:03:38.853] <Wally>   (out) : =
[2025-10-05 12:03:38.853] <Wally>   (out) : 
[2025-10-05 12:03:38.853] <Wally>   (out) : =
[2025-10-05 12:03:38.853] <Wally>   (out) : 
[2025-10-05 12:03:38.853] <Wally>   (out) : =
[2025-10-05 12:03:38.853] <Wally>   (out) : 
[2025-10-05 12:03:38.868] <Wally>    (in) : genmove W
[2025-10-05 12:03:38.886] <Wally>   (out) : =
[2025-10-05 12:03:38.886] <Wally>   (out) : 
[2025-10-05 12:03:39.934] <Wally>    (in) : clear_board
[2025-10-05 12:03:39.935] <Wally>    (in) : play B K16
[2025-10-05 12:03:39.935] <Wally>    (in) : play W pass
[2025-10-05 12:03:39.936] <Wally>    (in) : play B K10
[2025-10-05 12:03:39.936] <Wally>    (in) : play W pass
[2025-10-05 12:03:39.936] <Wally>    (in) : play B Q16
[2025-10-05 12:03:39.936] <Wally>    (in) : play W pass
[2025-10-05 12:03:39.937] <Wally>    (in) : play B Q10
[2025-10-05 12:03:39.937] <Wally>    (in) : play W pass
[2025-10-05 12:03:39.937] <Wally>    (in) : play B C7
[2025-10-05 12:03:39.956] <Wally>   (out) : =
[2025-10-05 12:03:39.957] <Wally>   (out) : 
[2025-10-05 12:03:39.957] <Wally>   (out) : =
[2025-10-05 12:03:39.957] <Wally>   (out) : 
[2025-10-05 12:03:39.957] <Wally>   (out) : =
[2025-10-05 12:03:39.957] <Wally>   (out) : 
[2025-10-05 12:03:39.957] <Wally>   (out) : =
[2025-10-05 12:03:39.958] <Wally>   (out) : 
[2025-10-05 12:03:39.958] <Wally>   (out) : =
[2025-10-05 12:03:39.958] <Wally>   (out) : 
[2025-10-05 12:03:39.958] <Wally>   (out) : =
[2025-10-05 12:03:39.958] <Wally>   (out) : 
[2025-10-05 12:03:39.958] <Wally>   (out) : =
[2025-10-05 12:03:39.958] <Wally>   (out) : 
[2025-10-05 12:03:39.959] <Wally>   (out) : =
[2025-10-05 12:03:39.959] <Wally>   (out) : 
[2025-10-05 12:03:39.959] <Wally>   (out) : =
[2025-10-05 12:03:39.959] <Wally>   (out) : 
[2025-10-05 12:03:39.959] <Wally>   (out) : =
[2025-10-05 12:03:39.959] <Wally>   (out) : 
[2025-10-05 12:03:39.974] <Wally>    (in) : genmove W
[2025-10-05 12:03:39.991] <Wally>   (out) : =
[2025-10-05 12:03:39.991] <Wally>   (out) : 
[2025-10-05 12:03:40.636] <Wally>    (in) : clear_board
[2025-10-05 12:03:40.637] <Wally>    (in) : play B K16
[2025-10-05 12:03:40.637] <Wally>    (in) : play W pass
[2025-10-05 12:03:40.638] <Wally>    (in) : play B K10
[2025-10-05 12:03:40.638] <Wally>    (in) : play W pass
[2025-10-05 12:03:40.638] <Wally>    (in) : play B Q16
[2025-10-05 12:03:40.638] <Wally>    (in) : play W pass
[2025-10-05 12:03:40.639] <Wally>    (in) : play B Q10
[2025-10-05 12:03:40.639] <Wally>    (in) : play W pass
[2025-10-05 12:03:40.639] <Wally>    (in) : play B C7
[2025-10-05 12:03:40.639] <Wally>    (in) : play W pass
[2025-10-05 12:03:40.640] <Wally>    (in) : play B C13
[2025-10-05 12:03:40.660] <Wally>   (out) : =
[2025-10-05 12:03:40.660] <Wally>   (out) : 
[2025-10-05 12:03:40.660] <Wally>   (out) : =
[2025-10-05 12:03:40.661] <Wally>   (out) : 
[2025-10-05 12:03:40.661] <Wally>   (out) : =
[2025-10-05 12:03:40.661] <Wally>   (out) : 
[2025-10-05 12:03:40.661] <Wally>   (out) : =
[2025-10-05 12:03:40.661] <Wally>   (out) : 
[2025-10-05 12:03:40.661] <Wally>   (out) : =
[2025-10-05 12:03:40.661] <Wally>   (out) : 
[2025-10-05 12:03:40.661] <Wally>   (out) : =
[2025-10-05 12:03:40.662] <Wally>   (out) : 
[2025-10-05 12:03:40.662] <Wally>   (out) : =
[2025-10-05 12:03:40.662] <Wally>   (out) : 
[2025-10-05 12:03:40.662] <Wally>   (out) : =
[2025-10-05 12:03:40.662] <Wally>   (out) : 
[2025-10-05 12:03:40.662] <Wally>   (out) : =
[2025-10-05 12:03:40.662] <Wally>   (out) : 
[2025-10-05 12:03:40.663] <Wally>   (out) : =
[2025-10-05 12:03:40.663] <Wally>   (out) : 
[2025-10-05 12:03:40.663] <Wally>   (out) : =
[2025-10-05 12:03:40.663] <Wally>   (out) : 
[2025-10-05 12:03:40.663] <Wally>   (out) : =
[2025-10-05 12:03:40.663] <Wally>   (out) : 
[2025-10-05 12:03:40.678] <Wally>    (in) : genmove W
[2025-10-05 12:03:40.698] <Wally>   (out) : =
[2025-10-05 12:03:40.699] <Wally>   (out) : 
[2025-10-05 12:03:41.399] <Wally>    (in) : clear_board
[2025-10-05 12:03:41.399] <Wally>    (in) : play B K16
[2025-10-05 12:03:41.400] <Wally>    (in) : play W pass
[2025-10-05 12:03:41.400] <Wally>    (in) : play B K10
[2025-10-05 12:03:41.400] <Wally>    (in) : play W pass
[2025-10-05 12:03:41.401] <Wally>    (in) : play B Q16
[2025-10-05 12:03:41.401] <Wally>    (in) : play W pass
[2025-10-05 12:03:41.401] <Wally>    (in) : play B Q10
[2025-10-05 12:03:41.401] <Wally>    (in) : play W pass
[2025-10-05 12:03:41.401] <Wally>    (in) : play B C7
[2025-10-05 12:03:41.402] <Wally>    (in) : play W pass
[2025-10-05 12:03:41.402] <Wally>    (in) : play B C13
[2025-10-05 12:03:41.402] <Wally>    (in) : play W pass
[2025-10-05 12:03:41.402] <Wally>    (in) : play B F8
[2025-10-05 12:03:41.423] <Wally>   (out) : =
[2025-10-05 12:03:41.424] <Wally>   (out) : 
[2025-10-05 12:03:41.424] <Wally>   (out) : =
[2025-10-05 12:03:41.424] <Wally>   (out) : 
[2025-10-05 12:03:41.424] <Wally>   (out) : =
[2025-10-05 12:03:41.424] <Wally>   (out) : 
[2025-10-05 12:03:41.424] <Wally>   (out) : =
[2025-10-05 12:03:41.425] <Wally>   (out) : 
[2025-10-05 12:03:41.425] <Wally>   (out) : =
[2025-10-05 12:03:41.425] <Wally>   (out) : 
[2025-10-05 12:03:41.425] <Wally>   (out) : =
[2025-10-05 12:03:41.426] <Wally>   (out) : 
[2025-10-05 12:03:41.426] <Wally>   (out) : =
[2025-10-05 12:03:41.426] <Wally>   (out) : 
[2025-10-05 12:03:41.426] <Wally>   (out) : =
[2025-10-05 12:03:41.426] <Wally>   (out) : 
[2025-10-05 12:03:41.426] <Wally>   (out) : =
[2025-10-05 12:03:41.427] <Wally>   (out) : 
[2025-10-05 12:03:41.427] <Wally>   (out) : =
[2025-10-05 12:03:41.427] <Wally>   (out) : 
[2025-10-05 12:03:41.427] <Wally>   (out) : =
[2025-10-05 12:03:41.427] <Wally>   (out) : 
[2025-10-05 12:03:41.427] <Wally>   (out) : =
[2025-10-05 12:03:41.428] <Wally>   (out) : 
[2025-10-05 12:03:41.428] <Wally>   (out) : =
[2025-10-05 12:03:41.428] <Wally>   (out) : 
[2025-10-05 12:03:41.428] <Wally>   (out) : =
[2025-10-05 12:03:41.428] <Wally>   (out) : 
[2025-10-05 12:03:41.444] <Wally>    (in) : genmove W
[2025-10-05 12:03:41.461] <Wally>   (out) : =
[2025-10-05 12:03:41.462] <Wally>   (out) : 
[2025-10-05 12:03:42.149] <Wally>    (in) : clear_board
[2025-10-05 12:03:42.149] <Wally>    (in) : play B K16
[2025-10-05 12:03:42.150] <Wally>    (in) : play W pass
[2025-10-05 12:03:42.150] <Wally>    (in) : play B K10
[2025-10-05 12:03:42.150] <Wally>    (in) : play W pass
[2025-10-05 12:03:42.150] <Wally>    (in) : play B Q16
[2025-10-05 12:03:42.151] <Wally>    (in) : play W pass
[2025-10-05 12:03:42.151] <Wally>    (in) : play B Q10
[2025-10-05 12:03:42.151] <Wally>    (in) : play W pass
[2025-10-05 12:03:42.151] <Wally>    (in) : play B C7
[2025-10-05 12:03:42.152] <Wally>    (in) : play W pass
[2025-10-05 12:03:42.152] <Wally>    (in) : play B C13
[2025-10-05 12:03:42.152] <Wally>    (in) : play W pass
[2025-10-05 12:03:42.152] <Wally>    (in) : play B F8
[2025-10-05 12:03:42.153] <Wally>    (in) : play W pass
[2025-10-05 12:03:42.153] <Wally>    (in) : play B F12
[2025-10-05 12:03:42.174] <Wally>   (out) : =
[2025-10-05 12:03:42.174] <Wally>   (out) : 
[2025-10-05 12:03:42.174] <Wally>   (out) : =
[2025-10-05 12:03:42.174] <Wally>   (out) : 
